Fiscal Year,Ad Campaign Name,Agency,Org Ad Placed In (Agency submission),Org Ad Placed In (MOECM Standardized),Outlet Channel (Agency submission),Type of Media (MOECM),Language,Spend Amount,Vendor Name,Ad Placement Method,Quarter (MOECM),Ad Start Date,Ad End Date,Purpose
FY23,Vision Zero Spring FY23,DOT,RAMPA- TV,Rampa TV LLC,Television Channel,TV,Russian,18875,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,RTVI-TV,RTVI,Television Channel,TV,Russian,1020,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,RTVI-TV,RTVI,Television Channel,TV,Russian,2550,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Rusa-FM,"Rusa Radio, Inc.",Radio Channel,Radio,Russian,959,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/10/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Rusa-FM,"Rusa Radio, Inc.",Radio Channel,Radio,Russian,1918,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/26/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,RTN-TV,"Russian Media Group, LLC (TV channel name: RTN)",Television Channel,TV,Russian,4165,Sherry Matthews Group,Placement Vendor,Q4,04/27/2023,06/11/2023,Programmatic: Other
FY23,Summer Streets,DOT,RUSSKAYA REKLAMA,Russkaya Reklama,Newspaper (Print),Print,Russian,1306,Miller,Placement Vendor,Q1,07/22/2022,08/05/2022,Programmatic: Other
FY23,Vision Zero Fall 2022,DOT,RUSA-FM,"Rusa Radio, Inc.",Radio Channel,Radio,Russian,1370,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,RUSA-FM,"Rusa Radio, Inc.",Radio Channel,Radio,Russian,1370,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,RTVI-TV,RTVI,Television Channel,TV,Russian,2244,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Protective Coating,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Print),Print,Spanish,1747,Miller,Placement Vendor,Q1,07/15/2022,07/15/2022,Programmatic: Other
FY23,Summer Streets,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Print),Print,Spanish,9335,Miller,Placement Vendor,Q1,07/18/2022,08/01/2022,Programmatic: Other
FY23,Speed Cameras Save Lives,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Digital),Digital,Spanish,4183,Miller,Placement Vendor,Q1,07/25/2022,07/31/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Print),Print,Spanish,3112,Miller,Placement Vendor,Q1,07/25/2022,07/25/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Digital),Digital,Spanish,8317,Miller,Placement Vendor,Q1,08/01/2022,08/31/2022,Programmatic: Other
FY23,RFP: TD & CSS - Riverside Plaza,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Print),Print,Spanish,1747,Miller,Placement Vendor,Q1,09/15/2022,09/15/2022,Programmatic: Other
FY23,RFP: TD & CSS - Merrick Blvd.,DOT,EL DIARIO,El Diario La Prensa,Newspaper (Print),Print,Spanish,1747,Miller,Placement Vendor,Q1,09/20/2022,09/20/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Diario, El",El Diario La Prensa,Newspaper (Digital),Digital,Spanish,3625,Sherry Matthews Group,Placement Vendor,Q4,04/14/2023,05/31/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Diario, El",El Diario La Prensa,Newspaper (Digital),Digital,Spanish,8423,Sherry Matthews Group,Placement Vendor,Q4,04/14/2023,06/30/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Diario, El",El Diario La Prensa,Newspaper (Print),Print,Spanish,3925,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,05/29/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Diario, El",El Diario La Prensa,Newspaper (Print),Print,Spanish,3925,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,05/26/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Diario, El",El Diario La Prensa,Newspaper (Print),Print,Spanish,3925,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,06/12/2023,Programmatic: Other
FY23,Summer Streets,DOT,EL ESPECIAL,El Especialito Newspaper,Newspaper (Print),Print,Spanish,16865,Miller,Placement Vendor,Q1,07/22/2022,08/05/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,EL ESPECIAL,El Especialito Newspaper,Newspaper (Print),Print,Spanish,5622,Miller,Placement Vendor,Q1,08/26/2022,08/26/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Especialito-Jackson Heights Edition,El Especialito Newspaper,Newspaper (Print),Print,Spanish,906,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,06/02/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Especialito-Lower East Edition,El Especialito Newspaper,Newspaper (Print),Print,Spanish,906,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,06/02/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Especialito-West Side Edition,El Especialito Newspaper,Newspaper (Print),Print,Spanish,906,Sherry Matthews Group,Placement Vendor,Q4,05/25/2023,06/16/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Taxista,EL Taxista AL Dia,Magazine (Print),Print,Spanish,300,Sherry Matthews Group,Placement Vendor,Q4,06/01/2023,06/01/2023,Programmatic: Other
FY23,Protective Coating,DOT,"IMPACTO LATIN NEWS, INC.",Impacto Latino,Newspaper (Print),Print,Spanish,848,Miller,Placement Vendor,Q1,07/14/2022,07/14/2022,Programmatic: Other
FY23,Summer Streets,DOT,"IMPACTO LATIN NEWS, INC.",Impacto Latino,Newspaper (Print),Print,Spanish,3688,Miller,Placement Vendor,Q1,07/21/2022,08/04/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,"IMPACTO LATIN NEWS, INC.",Impacto Latino,Newspaper (Print),Print,Spanish,1229,Miller,Placement Vendor,Q1,08/11/2022,08/11/2022,Programmatic: Other
FY23,RFP: TD & CSS - Riverside Plaza,DOT,"IMPACTO LATIN NEWS, INC.",Impacto Latino,Newspaper (Print),Print,Spanish,848,Miller,Placement Vendor,Q1,09/15/2022,09/15/2022,Programmatic: Other
FY23,RFP: TD & CSS - Merrick Blvd.,DOT,"IMPACTO LATIN NEWS, INC.",Impacto Latino,Newspaper (Print),Print,Spanish,848,Miller,Placement Vendor,Q1,09/22/2022,09/22/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Impacto Latino,Impacto Latino,Newspaper (Print),Print,Spanish,1949,Sherry Matthews Group,Placement Vendor,Q4,05/24/2023,06/08/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Impacto Latino,Impacto Latino,Newspaper (Print),Print,Spanish,1949,Sherry Matthews Group,Placement Vendor,Q4,05/24/2023,06/22/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Impacto Latino,Impacto Latino,Newspaper (Print),Print,Spanish,1949,Sherry Matthews Group,Placement Vendor,Q4,05/24/2023,06/29/2023,Programmatic: Other
FY23,Summer Streets,DOT,LA VOZ HISPANA,La Voz Hispana,Newspaper (Print),Print,Spanish,1922,Miller,Placement Vendor,Q1,07/21/2022,08/04/2022,Programmatic: Other
FY23,Fordham Outdoor Market,DOT,LA VOZ HISPANA,La Voz Hispana,Newspaper (Print),Print,Spanish,118,Miller,Placement Vendor,Q1,07/21/2022,07/21/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,LA VOZ HISPANA,La Voz Hispana,Newspaper (Print),Print,Spanish,641,Miller,Placement Vendor,Q1,08/18/2022,08/18/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,OPCI-FM (ZOL-106 & Z101.3FM),Opcion TV,Radio Channel,Radio,Spanish,8499,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,OPCI-FM (ZOL-106 & Z101.3FM),Opcion TV,Radio Channel,Radio,Spanish,16999,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Reimagine Cross Bronx Round 5,DOT,LINKEDIN,LinkedIn,Social Media,Other,Spanish,1210,Miller,Placement Vendor,Q4,05/22/2023,05/31/2023,Programmatic: Other
FY23,Reimagine Cross Bronx Round 5,DOT,LINKEDIN,LinkedIn,Social Media,Other,Spanish,2290,Miller,Placement Vendor,Q4,06/01/2023,06/20/2023,Programmatic: Other
FY23,Reimagine Cross Bronx Round 3,DOT,FACEBOOK.COM,Meta,Social Media,Other,Spanish,1165,Miller,Placement Vendor,Q4,05/22/2023,05/31/2023,Programmatic: Other
FY23,Speed Cameras save lives,DOT,NEW YORK HISPANO/MI ZONA HISPANA,New York Hispano,Newspaper (Print),Print,Spanish,1353,Miller,Placement Vendor,Q1,08/04/2022,08/04/2022,Programmatic: Other
FY23,Open Streets Car Free Earth Day,DOT,OPCION PRODUCTIONS,Opcion TV,Other,Other,Spanish,3952,Miller,Placement Vendor,Q4,04/19/2023,04/22/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Opcion TV (Telemico, TV Quisqueya, Canal America, Super Canal, Tarima, Opcion Digital, Telemundo, Dominican View, WAPA-TV)",Opcion TV,Television Channel,TV,Spanish,130296,Sherry Matthews Group,Placement Vendor,Q4,04/25/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Opcion TV (Telemico),Opcion TV,Television Channel,TV,Spanish,121941,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Opcion TV (SuperCanal, DominicanView, Tarima-TV, Canal America, Opcion Digital)",Opcion TV,Television Channel,TV,Spanish,88066,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,"Opcion TV (SuperCanal, DominicanView, Canal America)",Opcion TV,Television Channel,TV,Spanish,19125,Sherry Matthews Group,Placement Vendor,Q4,04/15/2023,04/30/2023,Programmatic: Other
FY23,Speed Cameras save lives,DOT,PERUANISIMO NEWS,Peruanisimo News,Newspaper (Print),Print,Spanish,824,Miller,Placement Vendor,Q1,07/27/2022,07/27/2022,Programmatic: Other
FY23,Summer Streets,DOT,QUEENS LATINO,Queens Latino,Newspaper (Print),Print,Spanish,530,Miller,Placement Vendor,Q1,07/01/2022,07/01/2022,Programmatic: Other
FY23,Speed Cameras save lives,DOT,QUEENS LATINO,Queens Latino,Newspaper (Print),Print,Spanish,1540,Miller,Placement Vendor,Q1,08/01/2022,08/01/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Queens Latino,Queens Latino,Newspaper (Print),Print,Spanish,1540,Sherry Matthews Group,Placement Vendor,Q4,05/17/2023,06/01/2023,Programmatic: Other
FY23,POP Notice,DOT,SCHNEPS-EL CORREO,Schneps Media,Newspaper (Print),Print,Spanish,234,Miller,Placement Vendor,Q4,05/18/2023,05/18/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Correo,Schneps Media,Newspaper (Print),Print,Spanish,1063,Sherry Matthews Group,Placement Vendor,Q4,05/24/2023,06/01/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,El Correo,Schneps Media,Newspaper (Print),Print,Spanish,1063,Sherry Matthews Group,Placement Vendor,Q4,05/24/2023,06/22/2023,Programmatic: Other
FY23,Truck Safety,DOT,WSKQ,"Spanish Broadcasting System, Inc.",Radio Channel,Radio,Spanish,5100,Sherry Matthews Group,Placement Vendor,Q2,11/21/2022,12/18/2022,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,WSKQ-FM,"Spanish Broadcasting System, Inc.",Radio Channel,Radio,Spanish,34595,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,WNJU,Telemundo,Television Channel,TV,Spanish,51339,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/31/2023,Programmatic: Other
FY23,Reimagine Cross Bronx Round 7,DOT,"TWITTER, INC.",Twitter,Social Media,Other,Spanish,1184,Miller,Placement Vendor,Q4,05/22/2023,05/31/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,WXTV,Univision,Television Channel,TV,Spanish,59262,Sherry Matthews Group,Placement Vendor,Q4,04/27/2023,,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,WFUT,Univision,Television Channel,TV,Spanish,3443,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/31/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,WXNY-FM,Univision,Radio Channel,Radio,Spanish,3825,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Fall 2022,DOT,WSKQ-FM,"Spanish Broadcasting System, Inc.",Radio Channel,Radio,Spanish,4665,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-FM (ZOL-FM & Z101.3-FM),Opcion TV,Radio Channel,Radio,Spanish,6259,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-TV (Digital),Opcion TV,Television Channel,TV,Spanish,10200,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-TV (Terima-TV & WAPA-TV),Opcion TV,Television Channel,TV,Spanish,11845,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-TV,Opcion TV,Television Channel,TV,Spanish,76826,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,El Taxista,EL Taxista AL Dia,Newspaper (Print),Print,Spanish,300,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Ecuador News,Ecuador News,Newspaper (Print),Print,Spanish,650,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-FM (ZOL-FM & Z101-3-FM),Opcion TV,Radio Channel,Radio,Spanish,7937,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,OPCI-TV (Terima-TV & Wapa-TV),Opcion TV,Television Channel,TV,Spanish,15793,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Spring FY23,DOT,ARY News,ARY News,Television Channel,TV,Urdu,1020,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,ARY News,ARY News,Television Channel,TV,Urdu,2050,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,ARY News,ARY News,Television Channel,TV,Urdu,2040,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,ARY News,ARY News,Television Channel,TV,Urdu,510,Sherry Matthews Group,Placement Vendor,Q4,04/24/2023,04/30/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,Muslim Parrot,Muslim Community Report (Muslim Parrot),Newspaper (Digital),Digital,Urdu,1200,Sherry Matthews Group,Placement Vendor,Q4,06/30/2023,07/07/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,TV One Pakistan TV,TV One Pakistan TV,Television Channel,TV,Urdu,1020,Sherry Matthews Group,Placement Vendor,Q4,05/29/2023,06/11/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,TV One Pakistan TV,TV One Pakistan TV,Television Channel,TV,Urdu,2040,Sherry Matthews Group,Placement Vendor,Q4,05/01/2023,05/28/2023,Programmatic: Other
FY23,Vision Zero Spring FY23,DOT,TV One Pakistan TV,TV One Pakistan TV,Television Channel,TV,Urdu,510,Sherry Matthews Group,Placement Vendor,Q4,04/24/2023,04/30/2023,Programmatic: Other
FY23,Speed Cameras save lives,DOT,"DUNYA INTERNATIONAL, NY",Weekly Dunya International,Newspaper (Print),Print,Urdu,1765,Miller,Placement Vendor,Q1,08/12/2022,08/12/2022,Programmatic: Other
FY23,Vision Zero Fall 2022,DOT,TV ONE PAKISTAN-TV.,TV One Pakistan TV,Television Channel,TV,Urdu,1530,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,ARY-TV,ARY News,Television Channel,TV,Urdu,2550,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,EZ96-AM,Easy 96,Radio Channel,Radio,Urdu,3672,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,TV ONE PAKISTAN-TV,TV One Pakistan TV,Television Channel,TV,Urdu,2040,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Telelatina,Telelatina TV,Out of Home Advertisment,Other,Varies per Location,1100,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Fordham University,Fordham,Out of Home Advertisment,Other,Varies per Location,7500,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,GAS STATION ADVERTISING: GSTV,Gas station TV,Out of Home Advertisment,Other,Varies per Location,11000,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Ferry Ads,Ferry Ads,Out of Home Advertisment,Other,Varies per Location,11174,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Learfield (St. John's University),St. John's University,Out of Home Advertisment,Other,Varies per Location,12500,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Learfield (St. John's University),St. John's University,Out of Home Advertisment,Other,Varies per Location,13750,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,ALLOVER Media,AllOver Media,Out of Home Advertisment,Other,Varies per Location,21226,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Lamar Outdoor,Lamar,Out of Home Advertisment,Other,Varies per Location,48180,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Lamar Outdoor,Lamar,Out of Home Advertisment,Other,Varies per Location,85800,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Outfront Media,Outfront Media,Out of Home Advertisment,Other,Varies per Location,99000,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Pathlabs,Pathlabs,Out of Home Advertisment,Other,Varies per Location,137972,Sherry Matthews Group,Placement Vendor,Q1,07/12/2022,11/30/2022,Programming: Other
FY23,Vision Zero Fall 2022,DOT,Outfront,Outfront Media,Out of Home Advertisment,Other,Varies per Location,197200,Sherry Matthews Group,Placement Vendor,Q2,12/01/2022,12/31/2022,Programming: Other
FY23,Gardener (print),DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,191,Graystone,Placement Vendor,Q1,07/30/2022,08/29/2022,Recruitment
FY23,City Park Worker,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,762,Graystone,Placement Vendor,Q2,11/21/2022,12/21/2022,Recruitment
FY23,Exterminator,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,127,Graystone,Placement Vendor,Q3,02/10/2023,02/11/2023,Recruitment
FY23,Parks Enforcement Patrol,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,127,Graystone,Placement Vendor,Q3,02/15/2023,02/16/2023,Recruitment
FY23,Parks & Recreation,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,143,Graystone,Placement Vendor,Q3,03/15/2023,03/16/2023,Recruitment
FY23,NYC Parks Seasonal Positions  - Print,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,127,Graystone,Placement Vendor,Q3,03/24/2023,03/25/2023,Recruitment
FY23,Security,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,159,Graystone,Placement Vendor,Q3,03/06/2023,03/07/2023,Recruitment
FY23,Recreation Specialist,DPR,Sing Tao,Sing Tao Daily,Newspaper (Print),Print,Chinese,191,Graystone,Placement Vendor,Q4,05/18/2023,05/19/2023,Recruitment
FY23,Food Carts Campaign,DPR,WORLD JOURNAL,World Journal,Newspaper (Digital),Digital,Chinese,1300,Miller,Placement Vendor,Q3,02/24/2023,03/10/2023,Programmatic: Other
FY23,Monuments Technician,DPR,AAM-US.ORG,American Alliance of Museums,Job Board,Other,English,101,Graystone,Placement Vendor,Q1,09/01/2022,10/01/2022,Recruitment
FY23,Monuments Technician,DPR,American Institute for Conservation of Historic and Artistic Works,American Institute for Conservation,Job Board,Other,English,22,Graystone,Placement Vendor,Q1,09/01/2022,10/01/2022,Recruitment
FY23,Capital Projects Estimating Coordinator,DPR,AIA.ORG,American Institute of Architects,Job Board,Other,English,86,Graystone,Placement Vendor,Q4,06/20/2023,07/20/2023,Recruitment
FY23,Marketing Coordinator,DPR,New York American Marketing Association,American Marketing Association,Job Board,Other,English,73,Graystone,Placement Vendor,Q2,12/13/2022,01/12/2023,Recruitment
FY23,Interagency Coordinator,DPR,American Planning Association Apa and Online,American Planning Association,Job Board,Other,English,78,Graystone,Placement Vendor,Q4,06/14/2023,07/14/2023,Recruitment
FY23,Director of Forestry,DPR,American Public Garden Association,American Public Garden Association,Job Board,Other,English,79,Graystone,Placement Vendor,Q2,12/27/2022,01/26/2023,Recruitment
